1.0,12.0,1.0,0.0
1.0,87.0,0.0,0.0
0.0,4.0,0.0,0.0
0.0,20.0,1.0,0.0
0.0,4.0,0.0,0.0
0.0,8.0,0.0,0.5
0.0,11.0,1.0,0.0
0.0,67.0,0.4925373134328358,0.1111111111111111
0.0,6.0,1.0,0.0
0.0,36.0,0.9166666666666666,0.16666666666666666
0.0,29.0,1.0,0.0
0.0,4.0,1.0,0.0
0.0,4.0,1.0,0.0
0.0,8.0,1.0,0.0
0.0,4.0,1.0,0.0
0.0,6.0,1.0,0.0
0.0,10.0,1.0,0.0
0.0,6.0,1.0,0.0
0.0,13.0,1.0,0.0
0.0,9.0,1.0,0.0
0.0,19.0,1.0,0.3333333333333333
0.0,12.0,0.0,0.0
0.0,76.0,1.0,0.0
0.0,39.0,1.0,0.0
0.0,52.0,1.0,0.0
0.0,14.0,1.0,0.0
0.0,64.0,1.0,0.0
0.0,26.0,1.0,0.0
0.0,15.0,1.0,0.0
0.0,27.0,1.0,0.0
0.0,36.0,1.0,0.0
0.0,38.0,1.0,0.0
0.0,25.0,1.0,0.25
0.0,34.0,1.0,0.42857142857142855
0.0,18.0,0.3888888888888889,0.3333333333333333
0.0,11.0,1.0,0.0
0.0,6.0,0.0,0.0
0.0,15.0,0.0,0.0
0.0,72.0,0.9444444444444444,0.07142857142857142
0.0,39.0,0.9230769230769231,0.125
0.0,39.0,0.9230769230769231,0.125
0.0,84.0,0.9523809523809523,0.058823529411764705
0.0,46.0,0.9130434782608695,0.1111111111111111
0.0,55.0,0.9272727272727272,0.1111111111111111
0.0,55.0,0.9272727272727272,0.1111111111111111
0.0,56.0,0.9285714285714286,0.1111111111111111
0.0,55.0,0.9272727272727272,0.1111111111111111
0.0,55.0,0.9272727272727272,0.1111111111111111
0.0,8.0,1.0,0.0
0.0,13.0,1.0,0.0
0.0,13.0,1.0,0.0
0.0,12.0,1.0,0.0
0.0,14.0,1.0,0.0
0.0,11.0,1.0,0.0
0.0,9.0,1.0,0.0
0.0,9.0,1.0,0.0
0.0,8.0,1.0,0.0
0.0,10.0,1.0,0.0
0.0,10.0,1.0,0.0
0.0,23.0,0.0,0.0
0.0,54.0,1.0,0.0
0.0,8.0,1.0,0.0
0.0,37.0,1.0,0.0
0.0,12.0,1.0,0.0
0.0,53.0,1.0,0.2
0.0,31.0,1.0,0.0
0.0,12.0,1.0,0.0
0.0,10.0,0.0,0.0
0.0,9.0,1.0,0.0
0.0,16.0,1.0,0.0
0.0,22.0,1.0,0.3333333333333333
0.0,12.0,1.0,0.0
0.0,13.0,1.0,0.0
0.0,19.0,1.0,0.0
0.0,10.0,1.0,0.0
0.0,10.0,0.0,0.0
0.0,23.0,1.0,0.0
0.0,30.0,1.0,0.0
0.0,23.0,1.0,0.0
0.0,15.0,1.0,0.0
